"measurement_no","specimen_no","record_type","n_measured","position","measurement_type","average","min","max"
"157035","78401","mea","1","","length","729","",""
"157036","78402","mea","1","","width","225","",""
"157037","78402","mea","1","","length","720","",""
"157039","78403","mea","1","","length","109","",""
"157040","78404","mea","1","","width","6.2","",""
"157041","78405","mea","1","","width","27","",""
"157042","78405","mea","1","","length","30","",""
"157043","78406","mea","1","","length","30","",""
"157044","78407","mea","1","","length","1130","",""
"157045","78408","mea","1","","length","750","",""
"157046","78409","mea","1","","width","47","",""
"157047","78409","mea","1","","length","255","",""
"157048","78410","mea","1","","width","19","",""
"157049","78410","mea","1","","length","110","",""
"157050","78411","mea","1","","width","22","",""
"157051","78411","mea","1","","length","115","",""
"157052","78412","mea","1","","width","110","",""
"157053","78412","mea","1","","length","970","",""
"157054","78412","mea","1","","circumference","390","",""
"157055","78413","mea","1","","width","100","",""
"157056","78413","mea","1","","length","850","",""
"157057","78414","mea","1","","width","550","",""
"157058","78414","mea","1","","length","780","",""
"157059","78415","mea","1","","width","17.5","",""
"157060","78415","mea","1","","length","217","",""
"157061","78416","mea","1","","length","176","",""
"157062","78417","mea","1","","length","257.6","",""
"157063","78418","mea","1","","length","560","",""
"157064","78419","mea","1","","length","569","",""
"157065","78420","mea","1","","width","2.7","",""
"157066","78421","mea","1","","width","34.3","",""
"157067","78422","mea","1","","width","38.7","",""
"157068","78423","mea","1","","width","33.7","",""
"157069","78423","mea","1","","length","238","",""
"157074","78423","mea","1","","diameter","16.7","",""
"157070","78424","mea","1","","width","38.1","",""
"157071","78424","mea","1","","length","255","",""
"157075","78424","mea","1","","diameter","16.3","",""
"157072","78425","mea","1","","width","2.6","",""
"157086","78431","mea","1","","length","328","",""
"157087","78431","mea","1","","diameter","22","",""
"157088","78432","mea","1","","length","740","",""
"157089","78432","mea","1","","diameter","53","",""
"157090","78433","mea","1","","length","700","",""
"157091","78434","mea","1","","width","11","",""
"157092","78434","mea","1","","length","86","",""
"157093","78435","mea","1","","width","45","",""
"157094","78435","mea","1","","length","21","",""
"157095","78436","mea","1","","length","76","",""
"157096","78437","mea","1","","length","141","",""
"157097","78438","mea","1","","width","10","",""
"157098","78438","mea","1","","length","154","",""
"157099","78439","mea","1","","length","132","",""
"157134","78457","mea","1","","width","30","",""
"157135","78457","mea","1","","length","270","",""
"157136","78458","mea","1","","length","585","",""
"157137","78459","mea","1","","length","580","",""
"157138","78460","mea","1","","length","560","",""
"157139","78461","mea","1","","width","35","",""
"157140","78461","mea","1","","length","265","",""
"157141","78462","mea","1","","length","1110","",""
"157142","78463","mea","1","","length","950","",""
"157143","78464","mea","1","","length","850","",""
"157144","78465","mea","1","","length","755","",""
"157145","78466","mea","1","","length","770","",""
"157146","78467","mea","1","","length","780","",""
"157147","78468","mea","1","","length","772","",""
"157148","78469","mea","1","","length","702","",""
"157149","78470","mea","1","","length","1250","",""
"157150","78471","mea","1","","length","800","",""
"157151","78472","mea","1","","length","800","",""
"157152","78473","mea","1","","length","420","",""
"157153","78474","mea","1","","length","357","",""
"157159","78474","mea","1","","width","220","",""
"157160","78474","mea","1","","diameter","740","",""
"157154","78475","mea","1","","length","310","",""
"157155","78476","mea","1","","length","235","",""
"157156","78477","mea","1","","length","690","",""
"157157","78478","mea","1","","length","450","",""
"157162","78478","mea","1","","width","660","",""
"157158","78479","mea","1","","length","450","",""
"157163","78479","mea","1","","width","260","",""
"157161","78480","mea","1","","length","235","",""
"157164","78481","mea","1","","width","85","",""
"157165","78481","mea","1","","length","540","",""
"157166","78482","mea","1","","width","130","",""
"157167","78482","mea","1","","length","850","",""
"157168","78483","mea","1","","width","80","",""
"157169","78483","mea","1","","length","610","",""
"157170","78484","mea","1","","width","50","",""
"157171","78484","mea","1","","length","750","",""
"157172","78485","mea","1","","length","900","",""
"157173","78486","mea","1","","width","70","",""
"157174","78486","mea","1","","length","550","",""
"157175","78487","mea","1","","width","150","",""
"157176","78487","mea","1","","length","900","",""
"157177","78488","mea","1","","width","95","",""
"157178","78488","mea","1","","length","620","",""
"157179","78489","mea","1","","width","50","",""
"157180","78489","mea","1","","length","750","",""
"157181","78490","mea","1","","width","81","",""
"157182","78491","mea","1","","width","110","",""
"157183","78491","mea","1","","length","670","",""
"157184","78492","mea","1","","width","65","",""
"157185","78493","mea","1","","length","440","",""
"157186","78494","mea","1","","width","62","",""
"157187","78494","mea","1","","length","350","",""
"157188","78495","mea","1","","width","62","",""
"157189","78495","mea","1","","length","350","",""
"157190","78496","mea","1","","length","704","",""
"157191","78496","mea","1","","circumference","105","",""
"157192","78497","mea","1","","length","388","",""
"157193","78497","mea","1","","circumference","191","",""
"157194","78498","mea","1","","length","232","",""
"157195","78498","mea","1","","circumference","142","",""
"157196","78499","mea","1","","length","660","",""
"157197","78499","mea","1","","circumference","238","",""
"157198","78500","mea","1","","length","705","",""
"157199","78500","mea","1","","circumference","104","",""
"157200","78501","mea","1","","length","645","",""
"157201","78501","mea","1","","circumference","230","",""
"157422","78612","mea","1","","length","300","",""
"157425","78614","mea","1","","length","285","",""
"157433","78618","mea","1","","length","315","",""
"157437","78619","mea","1","","diameter","11","",""
"157442","78622","mea","1","","length","473","",""
"157443","78623","mea","1","","length","413","",""
"157444","78624","mea","1","","length","415","",""
"157445","78625","mea","1","","length","285","",""
"157446","78626","mea","1","","length","257","",""
"157451","78629","mea","1","","length","185","",""
"157452","78630","mea","1","","length","63","",""
"157453","78631","mea","1","","length","178.2","",""
"157454","78632","mea","1","","length","395","",""
"157455","78633","mea","1","","length","260","",""
"157462","78637","mea","1","","length","100","",""
"157465","78639","mea","1","","width","7","",""
"157466","78639","mea","1","","length","51.2","",""
"157467","78640","mea","1","","width","31.6","",""
"157468","78640","mea","1","","length","14.6","",""
"157469","78641","mea","1","","length","51.9","",""
"157470","78641","mea","1","","diameter","7.4","",""
"157471","78642","mea","1","","length","46.4","",""
"157472","78643","mea","1","","length","41.0","",""
"157473","78644","mea","1","","length","131.8","",""
"157474","78644","mea","1","","diameter","9.8","",""
"157475","78645","mea","1","","length","108.8","",""
"157476","78646","mea","1","","length","131.0","",""
"157477","78647","mea","1","","length","56.3","",""
"157478","78647","mea","1","","diameter","11.1","",""
"157479","78648","mea","1","","length","124.9","",""
"157480","78649","mea","1","","length","254","",""
"157481","78649","mea","1","","diameter","21","",""
"157482","78650","mea","1","","length","192","",""
"157483","78650","mea","1","","diameter","10.3","",""
"157484","78651","mea","1","","length","208","",""
"157485","78651","mea","1","","diameter","13.7","",""
"157486","78652","mea","1","","length","336","",""
"157487","78652","mea","1","","diameter","316","",""
"157488","78653","mea","1","","length","368","",""
"157489","78653","mea","1","","diameter","285","",""
"157523","78668","mea","1","","length","120","",""
"157524","78669","mea","1","","length","99","",""
"157525","78670","mea","1","","length","95","",""
"157526","78671","mea","1","","length","173","",""
"157527","78672","mea","1","","length","297","",""
"157528","78673","mea","1","","length","320","",""
"157529","78674","mea","1","","length","335","",""
"157530","78675","mea","1","","length","469","",""
"157531","78676","mea","1","","length","525","",""
"157532","78677","mea","1","","length","587","",""
"157533","78678","mea","1","","length","523","",""
"157534","78679","mea","1","","length","375","",""
"157535","78680","mea","1","","width","185","",""
"157536","78680","mea","1","","length","105","",""
"157537","78681","mea","1","","length","285","",""
"157538","78682","mea","1","","length","205","",""
"157539","78683","mea","1","","length","192","",""
"157540","78684","mea","1","","length","281","",""
"157541","78685","mea","1","","length","274","",""
